0,1,2,3
0.26585,0.749,1.0001429,1.0000474
0.6926594,0.472,1.6179755,1.2774637
0.62850624,0.189,2.9455094,2.2977128
0.9445375,0.321,3.0881033,2.6378465
0.9517625,0.514,2.3672976,1.9148344
0.2793531,0.098,1.6613716,1.1118374
0.6064219,0.665,0.99920666,1.0000069
0.1833875,0.819,1.0001901,1.000039
0.28625312,0.792,1.0001204,1.0000536
0.53220624,0.092,3.2856388,2.389833
0.4147781,0.986,1.0000588,1.0000712
0.5724844,0.104,3.2823558,2.4787712
0.34860626,0.09,2.7349062,1.5858389
0.21351562,0.699,1.0001944,1.0000321
0.62045,0.652,0.99897313,0.99993384
0.699875,0.374,2.199019,1.691429
0.5399125,0.424,1.0356256,1.0143403
0.20965625,0.758,1.0001837,1.0000383
0.6489844,0.085,3.4938555,2.7647958
0.29826564,0.122,1.6593652,1.1427733
0.26657814,0.159,0.99658024,1.0004029
0.5831031,0.702,0.9996722,1.0000683
0.07404062,0.642,1.0002412,0.9999738
0.18878438,0.971,1.000161,1.000053
0.8777281,0.825,0.99960005,0.9999528
0.5386875,0.23,2.4091277,1.763732
0.2852,0.16,1.0247916,1.0058743
0.68785936,0.478,1.5587744,1.2424153
0.34965,0.105,2.546627,1.5189514
0.5357937,0.045,3.6169353,2.5496387
0.8522125,0.331,2.8597908,2.3604555
0.8176719,0.423,2.3642387,1.8726302
0.5878375,0.657,0.99928534,1.0000268
0.5487,0.58,0.998829,0.999936
0.168375,0.047,0.9998239,0.99998975
0.33147812,0.212,1.0393708,1.0127093
0.16375,0.938,1.0001832,1.0000461
0.8211719,0.723,1.0005007,1.0011337
0.10628437,0.655,1.0002463,0.9999869
0.14460938,0.133,1.0000476,0.99998116
0.821625,0.657,1.2302452,1.0885302
0.28113437,0.411,1.0001304,1.000057
0.08136562,0.208,1.0000788,0.99997175
0.54214686,0.467,0.99348915,0.9999651
0.30480936,0.205,0.9969429,1.000881
0.7044875,0.53,1.3356748,1.1299223
0.34082812,0.248,0.9942012,1.0007778
0.8626469,0.148,3.4981132,3.0438714
0.4214125,0.474,0.9991362,1.000045
0.27840313,0.886,1.0001123,1.0000595
0.15299375,0.376,1.0002166,0.99995923
0.8629063,0.705,1.1828586,1.07055
0.8484219,0.029,3.8732276,3.2640939
0.11491875,0.073,0.9999163,1.0000052
0.9455031,0.698,1.5563042,1.2695502
0.4366625,0.233,1.8074671,1.3113657
0.19215937,0.633,1.0002233,1.0000149
0.474425,0.676,0.9999485,1.0000699
0.5342031,0.229,2.3966656,1.7504019
0.07443125,0.144,1.0000105,0.99998784
0.90980315,0.739,1.2313118,1.0915897
0.533,0.634,0.9995308,1.000065
0.9357,0.594,1.9734603,1.5726514
0.48566562,0.824,1.0000387,1.0000641
0.0733125,0.727,1.00025,0.9999881
0.73340315,0.92,1.0000025,1.0000645
0.7792969,0.757,0.9993484,0.9998623
0.6118719,0.398,1.6544421,1.2855748
0.112678126,0.823,1.0002353,1.0000197
0.7196531,0.546,1.3230207,1.1249338
0.8255531,0.21,3.2531295,2.7634888
0.5565781,0.754,0.9999354,1.0000694
0.23543437,0.986,1.0001309,1.0000598
0.11102188,0.926,1.0002203,1.0000323
0.5275125,0.838,1.0000308,1.0000646
0.77017814,0.152,3.3718462,2.840014
0.2827969,0.964,1.0001055,1.0000638
0.9118125,0.898,0.9999248,1.0000688
0.42676562,0.576,0.9998534,1.0000782
0.29675624,0.318,0.9995723,1.0001217
0.3042344,0.983,1.0000955,1.0000658
0.69867814,0.7,0.9990374,0.9998517
0.006975,0.768,1.0002446,0.99997544
0.9119656,0.374,2.8306265,2.3528128
0.734525,0.666,0.9972328,0.99983346
0.09321562,0.345,1.0001704,0.9999554
0.53171873,0.431,0.999923,1.0031183
0.14410312,0.19,1.0001193,0.99996877
0.45708126,0.688,0.99999404,1.0000658
0.56865937,0.893,1.0000378,1.0000657
0.9042063,0.206,3.380002,2.94697
0.2602875,0.045,2.1454902,1.1012416
0.91055626,0.588,1.915337,1.5218159
0.58045936,0.879,1.0000323,1.0000652
0.25195,0.495,1.000204,1.0000218
0.77905,0.903,0.9999027,1.0000662
0.38664374,0.693,1.0000677,1.0000575
0.87009686,0.646,1.5012541,1.22787
0.052496877,0.77,1.0002515,0.9999887
0.023896875,0.262,1.0000726,0.9999716
0.95607185,0.567,2.1553173,1.7279373
0.68219376,0.386,2.062109,1.5780905
0.30955625,0.546,1.0001304,1.0000466
0.46715313,0.279,1.6215484,1.2349685
0.4945906,0.971,1.0000473,1.0000707
0.22500312,0.913,1.0001438,1.0000551
0.03591875,0.811,1.000253,0.9999901
0.48319688,0.196,2.4044042,1.7021166
0.6902437,0.695,0.9990169,0.999859
0.44315624,0.02,3.7726874,2.2668934
0.3841,0.708,1.000071,1.0000565
0.44604063,0.139,2.696978,1.8294278
0.12538438,0.589,1.0002426,0.99998116
0.74691874,0.103,3.5245566,2.9425387
0.26675624,0.447,1.0001838,1.0000349
0.41478124,0.298,1.0417986,1.0156709
0.7092094,0.138,3.337543,2.7421746
0.6320094,0.392,1.7984096,1.3779235
0.1558,0.01,0.99967813,0.9999832
0.71251565,0.504,1.5312507,1.2297556
0.09795625,0.945,1.0002248,1.0000312
0.11436875,0.223,1.0001199,0.9999653
0.31944376,0.983,1.0000883,1.0000669
0.47967812,0.585,0.9995748,1.0000734
0.89074063,0.713,1.2713625,1.1083921
0.6482281,0.286,2.4897857,1.909603
0.34482813,0.663,1.0000998,1.000052
0.94904375,0.381,2.8872476,2.4241872
0.10993125,0.32,1.000172,0.99995565
0.8248625,0.017,3.9194193,3.2375512
0.94948125,0.869,0.9992212,0.99980855
0.546725,0.948,1.0000458,1.0000685
0.7048,0.698,0.99903977,0.9998294
0.22241563,0.005,1.0042955,1.0011871
0.16214688,0.379,1.0002218,0.9999621
0.79780936,0.771,0.9994314,0.9998791
0.27048126,0.949,1.0001123,1.000062
0.66192186,0.372,2.0564246,1.56689
0.87855935,0.125,3.5799294,3.1345582
0.88411564,0.499,2.2277093,1.772475
0.30265313,0.238,0.9969592,1.0001259
0.15735,0.591,1.0002414,0.99999356
0.23801562,0.281,1.0001758,1.0000565
0.82769686,0.41,2.4555392,1.9583601
0.16788438,0.301,1.0002042,0.9999621
0.6796687,0.9,1.0000128,1.0000645
0.66630936,0.251,2.7328162,2.1375928
0.55574685,0.855,1.0000287,1.0000651
0.031365626,0.416,1.0001546,0.99996006
0.9491,0.969,0.9999697,1.0001321
0.10648125,0.952,1.0002184,1.0000343
0.46907812,0.25,1.8873696,1.3714174
0.6698125,0.427,1.770886,1.3688718
0.9013375,0.717,1.2986451,1.1212863
0.74015,0.84,0.999748,1.0000601
0.22305937,0.232,1.0001781,1.000049
0.39756563,0.062,3.2572427,1.9570683
0.1452,0.496,1.0002359,0.99997115
0.297875,0.627,1.0001432,1.0000424
0.7816188,0.334,2.6664305,2.1386638
0.3408125,0.64,1.0001029,1.0000513
0.102390625,0.09,0.9999453,1.0000021
0.108625,0.754,1.000244,1.0000067
0.85420626,0.612,1.5976458,1.2859453
0.38711563,0.635,1.0000491,1.0000602
0.29645938,0.951,1.0000986,1.0000638
0.16205625,0.949,1.0001825,1.0000464
0.39565313,0.828,1.0000633,1.0000627
0.40058124,0.301,0.9974072,1.0026691
0.171225,0.344,1.0002178,0.9999639
0.22836563,0.282,1.0002043,1.0000334
0.81301564,0.163,3.3920674,2.8982453
0.49112812,0.95,1.0000467,1.0000699
0.47385937,0.28,1.6634494,1.2570955
0.3158219,0.39,0.9998332,1.000097
0.58980936,0.364,1.7587782,1.3424414
0.123315625,0.565,1.0002401,0.9999757
0.87333125,0.542,1.9956039,1.5772123
0.51624376,0.612,0.99948764,1.0000638
0.067865625,0.639,1.0002388,0.99997187
0.45482188,0.946,1.0000497,1.0000695
0.480125,0.791,1.0000334,1.0000634
0.7423375,0.417,2.1325877,1.6524836
0.6534375,0.933,1.0000429,1.0000646
0.8969531,0.668,1.5063994,1.233427
0.36150625,0.029,3.57963,1.8821064
0.68282187,0.772,0.9995929,1.0000513
0.24235937,0.536,1.0002078,1.0000197
0.7216719,0.832,0.9997724,1.0000628
0.3302844,0.812,1.0000921,1.0000588
0.43728438,0.381,0.9957864,0.9999213
0.7785,0.095,3.5857625,3.028861
0.91590625,0.11,3.6507258,3.230041
0.57039374,0.385,1.4968537,1.1953105
0.11818125,0.368,1.0001961,0.9999547
0.15195,0.613,1.0002419,0.99999595
0.2038375,0.458,1.000236,0.9999918
0.006190625,0.528,1.0001829,0.9999615
0.24265938,0.481,1.0002143,1.0000168
0.22856562,0.248,1.0001775,1.0000546
0.41698125,0.829,1.0000571,1.0000631
0.08230625,0.872,1.0002428,1.0000162
0.79638124,0.016,3.9190207,3.1928778
0.6008437,0.803,0.99995506,1.0000682
0.03535625,0.923,1.0002526,1.0000076
0.26955312,0.007,3.7542048,1.3095876
0.5889469,0.935,1.0000453,1.0000666
0.94184065,0.943,0.9999796,1.0001255
0.41260624,0.256,1.3654395,1.1177863
0.32603437,0.927,1.0000855,1.0000651
0.24877812,0.286,1.0001229,1.0000795
0.2745,0.016,3.5878773,1.3590537
0.58465314,0.71,0.99970853,1.0000694
0.6987187,0.058,3.672933,2.9518366
0.8776906,0.63,1.6055086,1.2938629
0.39635313,0.852,1.0000614,1.0000637
0.5345156,0.199,2.599627,1.9032916
0.113890626,0.096,0.9999629,0.999998
0.20724687,0.321,1.0002266,0.9999902
0.7149125,0.723,0.99911845,0.99988544
0.7131094,0.981,1.0000618,1.0000635
0.7074906,0.392,2.1311502,1.6400055
0.5959844,0.843,1.0000061,1.0000654
0.7468031,0.915,0.99998176,1.0000651
0.13539375,0.102,0.9999862,0.99999094
0.8837562,0.925,0.9997952,1.0000765
0.24771562,0.627,1.0001856,1.000031
0.8973125,0.699,1.3658609,1.1542164
0.596575,0.007,3.9392185,2.7790813
0.7616094,0.861,0.99977994,1.0000618
0.26402813,0.696,1.0001564,1.0000422
0.8199844,0.363,2.6438127,2.1326308
0.9523906,0.884,0.99962986,0.9999324
0.73768437,0.431,2.04137,1.5793229
0.9394031,0.83,1.0091889,1.0042602
0.9441625,0.857,0.99930453,0.9998797
0.6187062,0.892,1.0000297,1.0000647
0.20225,0.625,1.0002192,1.0000169
0.055825,0.886,1.0002499,1.000009
0.24576876,0.628,1.0001872,1.0000308
0.60727185,0.25,2.5491657,1.932257
0.03181875,0.075,0.99986875,1.0000128
0.15582187,0.361,1.0002148,0.99995923
0.7082281,0.437,1.887786,1.4574994
0.58449376,0.526,0.99647546,0.99988115
0.6236219,0.97,1.0000522,1.0000668
0.7959344,0.531,1.758858,1.3851824
0.6004375,0.173,2.9590807,2.2762318
0.80602187,0.131,3.4892182,2.9837513
0.083221875,0.978,1.0002271,1.0000306
0.5127406,0.855,1.0000379,1.0000651
0.15208125,0.591,1.0002421,0.9999913
0.06951875,0.56,1.000224,0.99996245
0.020328125,0.935,1.000255,1.0000042
0.03880625,0.977,1.0002469,1.0000168
0.6475594,0.001,3.990479,2.907013
0.92885,0.131,3.6063838,3.2016091
0.334725,0.152,1.7559528,1.2110425
0.9512,0.519,2.3446536,1.8940316
0.29208437,0.346,0.99987996,1.0001045
0.6140031,0.55,0.99614227,0.9998871
0.6807219,0.334,2.343923,1.8027391
0.20119688,0.052,0.99968815,1.0001259
0.15576562,0.437,1.0002301,0.9999658
0.37029374,0.64,1.0000721,1.0000565
0.007815625,0.27,1.0000658,0.9999733
0.85108125,0.949,0.99992406,1.0000724
0.6305406,0.969,1.0000527,1.000067
0.481925,0.685,0.9999491,1.00007
0.40280625,0.871,1.0000595,1.0000651
0.57179374,0.336,1.8502727,1.3937014
0.48995626,0.698,0.9999552,1.0000691
0.40895626,0.723,1.0000561,1.0000594
0.00336875,0.522,1.000179,0.99996173
0.50077814,0.018,3.8199267,2.482452
0.5207094,0.27,2.0402179,1.4926306
0.7142031,0.101,3.4965277,2.8757753
0.4972125,0.71,0.9999603,1.0000687
0.027628126,0.01,0.99952734,1.0000108
0.29824376,0.61,1.0001453,1.0000418
0.26807812,0.883,1.0001192,1.0000579
0.28885314,0.706,1.0001353,1.0000468
0.6929656,0.559,1.0991969,1.0364228
0.93027186,0.304,3.118567,2.666174
0.4204125,0.591,0.9999212,1.000074
0.48744375,0.863,1.0000432,1.0000651
0.54485,0.158,2.8968368,2.1464887
0.1666625,0.706,1.000225,1.0000187
0.17904063,0.786,1.0002005,1.0000346
0.10385312,0.086,0.99993837,1.0000032
0.21855937,0.528,1.0002255,1.0000083
0.5506469,0.427,1.0683523,1.0247854
0.60587186,0.353,1.914274,1.4466778
0.31939688,0.8,1.0000991,1.0000572
0.279325,0.47,1.0001658,1.0000399
0.78466564,0.565,1.5379183,1.2412995
0.85775,0.683,1.2692579,1.1063026
0.0115375,0.269,1.0000678,0.9999728
0.33990937,0.841,1.0000839,1.0000612
0.7955656,0.604,1.3843088,1.1579484
0.71485937,0.179,3.1780767,2.6015716
0.95164686,0.353,2.9926953,2.536787
0.85142815,0.538,1.9366854,1.5263722
0.45525312,0.123,2.865512,1.9506761
0.78027815,0.895,0.9998729,1.0000653
0.6475469,0.306,2.3759446,1.8131121
0.5392,0.121,3.1134605,2.2954974
0.42151874,0.17,2.2956948,1.5534393
0.90308124,0.644,1.6378846,1.3185079
0.00325625,0.191,1.0000185,0.9999846
0.6600469,0.726,0.999372,1.0000229
0.7758875,0.284,2.8708925,2.3371267
0.4719375,0.539,0.9992254,1.0000443
0.799325,0.388,2.470251,1.9618279
0.4013625,0.672,1.0000496,1.0000596
0.17793438,0.797,1.0001993,1.0000355
0.22386874,0.246,1.0001897,1.000042
0.43055937,0.34,0.9920113,1.0007877
0.7287969,0.679,0.99853206,0.9998399
0.81352186,0.773,0.9994148,0.9998926
0.5980125,0.466,1.10633,1.0377706
0.63979375,0.468,1.3535866,1.1345285
0.88545,0.329,2.9421382,2.4591408
0.45114374,0.02,3.7771955,2.2984962
0.10520312,0.123,1.000003,0.9999908
0.19299063,0.819,1.0001833,1.0000415
0.6168187,0.462,1.2492425,1.0899905
0.5461063,0.126,3.0980067,2.2984328
0.82345,0.653,1.2602706,1.1012379
0.6748437,0.902,1.0000176,1.0000643
0.2301,0.751,1.0001689,1.0000416
0.17919375,0.427,1.0002348,0.9999745
0.7631094,0.185,3.239664,2.7046576
0.6463063,0.622,0.9986645,0.9997673
0.78910315,0.404,2.3619792,1.8610448
0.3321719,0.853,1.0000863,1.000061
0.31515938,0.235,0.9951105,1.000132
0.64439064,0.308,2.352754,1.7922848
0.1353375,0.568,1.0002422,0.99998045
0.1566125,0.767,1.0002196,1.0000252
0.60745,0.849,1.000005,1.0000652
0.14606562,0.022,0.999751,0.9999968
0.20520625,0.823,1.0001727,1.0000445
0.011528125,0.616,1.0002136,0.99996316
0.78353435,0.303,2.8084927,2.2784963
0.04205,0.681,1.0002391,0.99997187
0.013940625,0.81,1.0002512,0.9999832
0.5279844,0.9,1.0000422,1.0000665
0.451775,0.46,0.9984888,0.99990416
0.79060626,0.474,2.0236068,1.57977
0.5086375,0.343,1.3896022,1.1399671
0.9462094,0.668,1.6878215,1.3587257
0.92372185,0.592,1.9423078,1.5455106
0.2335625,0.482,1.0002207,1.0000112
0.92855,0.209,3.4026089,2.98494
0.35547188,0.449,0.9997549,1.0000902
0.15290312,0.15,1.0000798,0.9999765
0.8746281,0.873,0.99973166,1.0000255
0.68314373,0.949,1.0000484,1.0000638
0.6994906,0.486,1.5703951,1.2504975
0.17658438,0.894,1.0001811,1.0000452
0.2452125,0.855,1.0001374,1.0000538
0.04693125,0.87,1.0002528,1.0000032
0.8206469,0.341,2.7407994,2.2276769
0.61164373,0.884,1.0000274,1.0000647
0.94715935,0.127,3.6305566,3.23881
0.89118123,0.986,0.99998224,1.00008
0.012596875,0.82,1.000252,0.99998426
0.14886563,0.805,1.0002178,1.000028
0.94430625,0.782,1.1811149,1.0719886
0.35511562,0.57,1.0000613,1.0000596
0.40695,0.793,1.0000612,1.0000612
0.9491906,0.87,0.9992372,0.9998126
0.32127813,0.475,1.0000558,1.0000658
0.9300187,0.918,0.99998975,1.0001013
0.030290624,0.008,0.9995185,1.0000101
0.24432187,0.962,1.0001267,1.0000595
0.52243125,0.226,2.3654609,1.716806
0.777775,0.298,2.8155107,2.282689
0.9545219,0.465,2.5765762,2.1128664
0.4119375,0.909,1.0000566,1.000067
0.92485,0.119,3.63386,3.223483
0.1394,0.54,1.0002396,0.99997675
0.75909376,0.955,1.000033,1.0000632
0.3120375,0.365,0.9997177,1.0001053
0.86441565,0.404,2.5884063,2.0955076
0.14339375,0.772,1.0002269,1.0000216
0.42711875,0.53,0.99961865,1.0000805
0.91029686,0.578,1.9591262,1.5561093
0.052865624,0.463,1.0001881,0.99995697
0.8266,0.266,3.0549884,2.5529194
0.03314375,0.638,1.0002277,0.9999658
0.52542186,0.856,1.0000354,1.0000652
0.5758344,0.533,0.99769676,0.99980485
0.7170906,0.367,2.300294,1.7814497
0.42952812,0.999,1.000057,1.0000716
0.64322186,0.836,0.9999573,1.0000669
0.7031281,0.12,3.403481,2.7893271
0.64991564,0.119,3.3307161,2.6539502
0.008240625,0.691,1.0002307,0.9999678
0.9187437,0.377,2.834713,2.3593726
0.7620594,0.5,1.778085,1.392303
0.5043906,0.298,1.7276036,1.2999154
0.0360625,0.751,1.000248,0.99998033
0.00021875,0.57,1.000194,0.99996173
0.35415313,0.461,0.99983037,1.0000875
0.7476125,0.665,0.99638367,0.9998641
0.82952815,0.974,1.0000143,1.0000664
0.72396874,0.906,0.9999887,1.0000647
0.73537815,0.213,3.0773416,2.5200858
0.011678125,0.459,1.0001587,0.9999615
0.0609125,0.02,0.99969983,1.0000234
0.0365875,0.769,1.0002499,0.9999831
0.3694375,0.612,1.0000621,1.0000583
0.460275,0.088,3.1671534,2.1318345
0.070425,0.245,1.0000976,0.99996686
0.19600312,0.495,1.0002369,0.9999925
0.93925,0.197,3.4477086,3.0411978
0.63870937,0.113,3.3423114,2.6444535
0.27518126,0.56,1.000174,1.0000337
0.19041875,0.826,1.0001838,1.0000412
0.71715,0.115,3.4424653,2.8394227
0.1453125,0.839,1.0002134,1.0000317
0.40737188,0.217,1.7249173,1.2565515
0.92938125,0.38,2.847505,2.3762245
0.6941469,0.919,1.0000246,1.0000639
0.091675,0.278,1.000136,0.99995995
0.5793844,0.431,1.2189343,1.0771853
0.72006875,0.429,1.9813576,1.5288007
0.63714373,0.348,2.0902867,1.5829685
0.0318375,0.311,1.0001045,0.99996567
0.9546,0.756,1.3405279,1.144186
0.55750626,0.228,2.4988937,1.8494998
0.4196281,0.222,1.7786237,1.287652
0.5312125,0.66,0.9997089,1.0000737
0.7499156,0.711,0.9990344,0.9998325
0.77176875,0.0,4.0014224,3.1563988
0.6641,0.446,1.6291792,1.2797878
0.7491406,0.068,3.6660266,3.0350933
0.8920625,0.848,0.99984646,0.9999982
0.17034063,0.545,1.0002402,0.9999901
0.6156531,0.739,0.99971914,1.0000674
0.2412375,0.479,1.0002155,1.0000154
0.8451281,0.375,2.660221,2.1580582
0.1543375,0.381,1.0002189,0.99995995
0.68505,0.989,1.0000618,1.0000652
0.2903125,0.004,3.9179482,1.5128266
0.22655937,0.175,1.0000155,1.0001402
0.28968439,0.302,0.9995638,1.0001297
0.17868125,0.306,1.0002123,0.99996734
0.071865626,0.888,1.0002451,1.0000147
0.8420375,0.647,1.3776793,1.1572385
0.43836874,0.096,3.0401464,2.0028658
0.04529375,0.693,1.0002418,0.9999745
0.0168875,0.457,1.0001618,0.999961
0.36399376,0.654,1.0000814,1.000055
0.04005625,0.777,1.0002512,0.9999857
0.7831031,0.748,0.9992975,0.99985886
0.65998435,0.743,0.9995115,1.0000446
0.42040938,0.542,0.99974394,1.000082
0.79715,0.653,1.1301196,1.0490816
0.049371876,0.029,0.9997225,1.0000231
0.15223125,0.818,1.0002128,1.000031
0.40495938,0.39,0.99814534,0.99989355
0.9583344,0.666,1.7383423,1.3966751
0.7549344,0.15,3.3576608,2.8114915
0.23055312,0.558,1.0002135,1.000017
0.32461876,0.562,1.000111,1.0000503
0.7513969,0.043,3.7763157,3.0855398
0.33819687,0.289,0.99719906,1.0000088
0.47884062,0.027,3.723703,2.3922062
0.38039687,0.009,3.874352,2.0053115
0.8224125,0.208,3.254902,2.7633839
0.69869685,0.962,1.0000532,1.0000639
0.16296875,0.901,1.0001899,1.0000424
0.75093436,0.521,1.6186903,1.2860794
0.5787031,0.243,2.486364,1.8580378
0.21645,0.9,1.000152,1.0000526
0.58193123,0.725,0.999789,1.0000716
0.371425,0.493,0.99984574,1.0000837
0.6656344,0.465,1.5210805,1.2189854
0.59151876,0.293,2.227709,1.664833
0.040090624,0.83,1.0002537,0.9999945
0.72209686,0.299,2.6591568,2.1033077
0.94409686,0.347,2.9985738,2.5405164
0.3097031,0.392,0.99990785,1.0000926
0.55263126,0.084,3.3710742,2.4880214
0.058978125,0.135,0.99998975,0.99999213
0.94862187,0.75,1.343302,1.1453048
0.59659064,0.137,3.1442208,2.4229932
0.034296874,0.893,1.000254,1.0000025
0.12338125,0.056,0.99987686,1.0000072
0.35073438,0.556,1.0000592,1.0000603
0.6093594,0.717,0.99962366,1.0000626
0.5397437,0.364,1.4487281,1.1689945
0.41516563,0.014,3.8265514,2.158105
0.77585936,0.26,2.9709806,2.4386334
0.20465937,0.956,1.0001519,1.0000548
0.2617531,0.716,1.0001534,1.0000437
0.36713436,0.804,1.0000756,1.0000602
0.5990844,0.038,3.7147784,2.7501183
0.84635,0.491,2.1400144,1.6881382
0.29295,0.243,0.9980936,1.0001558
0.17790624,0.341,1.000221,0.9999666
0.2137,0.507,1.0002301,1.0000032
0.13340938,0.616,1.0002445,0.9999889
0.43330312,0.309,1.0816299,1.0276128
0.48399064,0.843,1.0000416,1.0000644
0.39907813,0.583,0.9999715,1.0000703
0.7981656,0.739,0.99867904,0.99986327
0.48547187,0.325,1.3602759,1.1257234
0.85538435,0.8,0.9993526,0.99991655
0.8008969,0.164,3.3723655,2.8685274
0.28100625,0.477,1.0001644,1.0000403
0.50438124,0.146,2.8543282,2.0460753
0.10974687,0.709,1.0002469,0.99999845
0.48172188,0.942,1.0000468,1.0000695
0.8786719,0.854,0.99982476,1.0000002
0.5583094,0.727,0.9998696,1.0000718
0.5923344,0.309,2.130277,1.5928481
0.5798156,0.884,1.0000337,1.0000653
0.77404374,0.249,3.011724,2.4793224
0.022275,0.901,1.0002555,0.9999999
0.69170624,0.904,1.0000105,1.0000645
0.60630625,0.698,0.99950635,1.0000527
0.53410935,0.937,1.0000445,1.0000684
0.3535375,0.17,1.7358538,1.2225095
0.48611876,0.993,1.0000498,1.000072
0.01961875,0.81,1.0002517,0.9999845
0.3701,0.469,0.9997345,1.0000882
0.81191874,0.746,0.99840343,0.9998374
0.3407969,0.665,1.0001026,1.0000514
0.023315625,0.349,1.0001168,0.9999641
0.07898437,0.779,1.00025,0.99999964
0.24120624,0.902,1.0001341,1.0000564
0.92626876,0.234,3.329041,2.900629
0.8515875,0.708,1.1161934,1.0449152
0.49371874,0.722,0.99998057,1.0000672
0.5339125,0.606,0.999269,1.0000368
0.118690625,0.601,1.0002435,0.9999808
0.31385,0.176,1.1445836,1.0360519
0.18331562,0.999,1.0001612,1.0000538
0.7559031,0.038,3.8015904,3.1011024
0.89452815,0.906,0.99978614,1.0000666
0.8433969,0.889,0.9996947,1.0000544
0.460525,0.732,1.0000226,1.0000635
0.5117375,0.886,1.0000418,1.000066
0.74324685,0.525,1.5617458,1.250752
0.2545875,0.84,1.0001334,1.0000536
0.93544376,0.166,3.5237556,3.1226149
0.094946876,0.13,1.0000063,0.99998975
0.03821875,0.796,1.0002522,0.99998796
0.05576875,0.711,1.0002468,0.9999794
0.019340625,0.011,0.99950075,1.0000072
0.3316125,0.136,1.9529225,1.2689784
0.04318125,0.822,1.0002534,0.9999938
0.62617815,0.527,0.99909675,1.0021651
0.09384687,0.0,0.9996551,1.0000169
0.62880313,0.568,0.9966992,0.9998739
0.2503656,0.609,1.0001881,1.00003
0.29745936,0.539,1.0001477,1.000042
0.62446874,0.531,0.99560034,1.0008926
0.27229062,0.764,1.0001351,1.0000502
0.29925,0.997,1.0000976,1.0000662
0.27035937,0.079,1.7712835,1.10609
0.7746969,0.442,2.1250234,1.656141
0.8901219,0.705,1.3070252,1.1247708
0.69598436,0.45,1.760291,1.3674073
0.8170781,0.131,3.5013819,3.0057511
0.022171875,0.078,0.99986994,1.0000113
0.56070626,0.84,1.0000211,1.0000652
0.38190624,0.774,1.0000715,1.0000592
0.12087812,0.43,1.0002145,0.99995697
0.38592812,0.157,2.1898017,1.4457006
0.6105594,0.299,2.2715144,1.7090161
0.06888125,0.292,1.0001246,0.99996185
0.46484375,0.294,1.4677329,1.1663462
0.19255938,0.93,1.000164,1.0000515
0.73805624,0.872,0.99988663,1.0000658
0.37745938,0.091,2.8686566,1.7341808
0.15247187,0.31,1.0001976,0.9999579
0.19501875,0.453,1.0002375,0.9999858
0.15613125,0.023,0.9997401,0.9999889
0.2312125,0.633,1.000197,1.0000274
0.7349875,0.05,3.7350664,3.0425053
